年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,ホームスコア,アウェイスコア,結果,札幌の結果は？,スタジアム,入場者数,インターネット中継・TV放送,points
2018,Ｊ１,第３４節第１日,12/01(土),14:03,札幌,2-2,広島,2,2,0,△,札幌ド,"34,250",ＤＡＺＮ／北海道文化放送,1
2019,Ｊ１,第１節第２日,02/23(土),16:03,湘南,2-0,札幌,2,0,1,●,ＢＭＷス,"13,249",ＤＡＺＮ,0
2019,Ｊ１,第２節第２日,03/02(土),16:04,浦和,0-2,札幌,0,2,2,〇,埼玉,"41,109",ＤＡＺＮ／テレ玉,3
2019,Ｊ１,第３節第１日,03/09(土),14:03,札幌,5-2,清水,5,2,1,〇,札幌ド,"22,692",ＤＡＺＮ／ＮＨＫ札幌,3
2019,Ｊ１,第４節第１日,03/17(日),14:03,札幌,1-3,鹿島,1,3,2,●,札幌ド,"23,002",ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2019,Ｊ１,第５節第２日,03/30(土),14:03,名古屋,4-0,札幌,4,0,1,●,豊田ス,"31,083",ＤＡＺＮ,0
2019,Ｊ１,第６節第２日,04/06(土),13:03,札幌,1-2,大分,1,2,2,●,札幌ド,"13,852",ＤＡＺＮ／札幌テレビ,0
2019,Ｊ１,第７節第１日,04/13(土),15:03,Ｃ大阪,0-1,札幌,0,1,2,〇,ヤンマー,"15,125",ＤＡＺＮ,3
2019,Ｊ１,第８節第２日,04/20(土),13:03,札幌,3-0,横浜FM,3,0,1,〇,札幌ド,"15,674",ＤＡＺＮ／北海道文化放送,3
2019,Ｊ１,第９節第２日,04/28(日),15:03,磐田,1-2,札幌,1,2,2,〇,ヤマハ,"13,904",ＤＡＺＮ／静岡放送,3
2019,Ｊ１,第１０節第２日,05/04(土・祝),14:03,札幌,2-1,神戸,2,1,1,〇,札幌ド,"34,591",ＤＡＺＮ／ＮＨＫ総合,3
2019,Ｊ１,第１１節第２日,05/12(日),13:04,松本,0-0,札幌,0,0,0,△,サンアル,"16,646",ＤＡＺＮ／長野放送,1
2019,Ｊ１,第１２節第２日,05/18(土),14:03,FC東京,2-0,札幌,2,0,1,●,味スタ,"24,772",ＤＡＺＮ,0
2019,Ｊ１,第１３節第１日,05/25(土),14:03,札幌,0-0,Ｇ大阪,0,0,0,△,札幌ド,"15,690",ＤＡＺＮ／ＮＨＫ札幌,1
2019,Ｊ１,第１４節第２日,06/01(土),14:03,札幌,1-0,広島,1,0,1,〇,札幌ド,"14,189",ＤＡＺＮ／北海道放送,3
2019,Ｊ１,第１５節第１日,06/14(金),19:03,川崎Ｆ,1-1,札幌,1,1,0,△,等々力,"22,609",ＤＡＺＮ,1
2019,Ｊ１,第１６節第１日,06/22(土),14:03,札幌,3-1,鳥栖,3,1,1,〇,札幌厚別,"6,836",ＤＡＺＮ／ＮＨＫ札幌,3
2019,Ｊ１,第１７節第２日,06/30(日),19:03,仙台,2-1,札幌,2,1,1,●,ユアスタ,"12,125",ＤＡＺＮ,0
2019,Ｊ１,第２８節第１日,10/04(金),19:03,Ｇ大阪,5-0,札幌,5,0,1,●,パナスタ,"20,554",ＤＡＺＮ,0
2019,Ｊ１,第２９節第１日,10/18(金),19:03,札幌,0-1,Ｃ大阪,0,1,2,●,札幌ド,"12,443",ＤＡＺＮ／北海道放送（録）,0
2019,Ｊ１,第３０節第２日,11/02(土),14:03,札幌,3-0,名古屋,3,0,1,〇,札幌ド,"19,943",ＤＡＺＮ／札幌テレビ,3
2019,Ｊ１,第３１節第２日,11/09(土),14:03,横浜FM,4-2,札幌,4,2,1,●,ニッパツ,"13,617",ＤＡＺＮ／テレビ神奈川（録）,0
2019,Ｊ１,第３２節第２日,11/23(土・祝),14:03,札幌,1-2,磐田,1,2,2,●,札幌ド,"19,785",ＤＡＺＮ／北海道文化放送,0
2019,Ｊ１,第３３節第１日,11/30(土),14:03,鳥栖,0-2,札幌,0,2,2,〇,駅スタ,"17,512",ＤＡＺＮ／ＮＨＫ佐賀,3
2019,Ｊ１,第３４節第１日,12/07(土),14:03,札幌,1-2,川崎Ｆ,1,2,2,●,札幌ド,"26,399",ＤＡＺＮ／ＮＨＫ札幌,0
2020,Ｊ１,第１節第２日,02/22(土),15:03,柏,4-2,札幌,4,2,1,●,三協Ｆ柏,12468,ＤＡＺＮ,0
2020,Ｊ１,第２０節第１日,10/03(土),14:03,札幌,3-3,仙台,3,3,0,△,札幌ド,5339,ＤＡＺＮ,1
2020,Ｊ１,第２１節第１日,10/10(土),14:03,札幌,2-1,湘南,2,1,1,〇,札幌厚別,2859,ＤＡＺＮ,3
2020,Ｊ１,第２２節第１日,10/14(水),19:33,名古屋,3-0,札幌,3,0,1,●,パロ瑞穂,8895,ＤＡＺＮ,0
2020,Ｊ１,第２３節第２日,10/18(日),13:03,札幌,1-0,鹿島,1,0,1,〇,札幌ド,5359,ＤＡＺＮ／札幌テレビ（録）,3
2020,Ｊ１,第２４節第３日,10/24(土),14:02,札幌,3-0,横浜FC,3,0,1,〇,札幌ド,6256,ＤＡＺＮ／ＮＨＫ札幌,3
2020,Ｊ１,第２５節第３日,10/31(土),19:03,Ｇ大阪,2-1,札幌,2,1,1,●,パナスタ,16183,ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2020,Ｊ１,第２６節第２日,11/03(火・祝),14:03,川崎Ｆ,0-2,札幌,0,2,2,〇,等々力,11165,ＤＡＺＮ／ＮＨＫ　ＢＳ１,3
2020,Ｊ１,第３３節第２日,11/11(水),19:03,FC東京,1-0,札幌,1,0,1,●,味スタ,6357,ＤＡＺＮ　ＡＦＣチャンピオンズリーグ２０２０の日程等に伴い、８月４日の発表時より日程が変更となっております。,0
2020,Ｊ１,第２７節第１日,11/14(土),14:03,札幌,1-1,鳥栖,1,1,0,△,札幌ド,5663,ＤＡＺＮ／札幌テレビ,1
2020,Ｊ１,第２８節第３日,11/21(土),14:03,札幌,5-1,清水,5,1,1,〇,札幌ド,5220,ＤＡＺＮ／北海道文化放送,3
2020,Ｊ１,第３０節第３日,11/28(土),14:03,広島,2-2,札幌,2,2,0,△,Ｅスタ,6346,ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ札幌,1
2020,Ｊ１,第３１節第３日,12/05(土),14:01,札幌,1-3,Ｃ大阪,1,3,2,●,札幌ド,8905,ＤＡＺＮ／ＮＨＫ総合,0
2020,Ｊ１,第３２節第４日,12/12(土),15:03,大分,1-1,札幌,1,1,0,△,昭和電ド,6120,ＤＡＺＮ,1
2020,Ｊ１,第３４節第１日,12/19(土),14:04,浦和,0-2,札幌,0,2,2,〇,埼玉,19319,ＤＡＺＮ／テレ玉,3
2021,Ｊ１,第１節第２日,02/27(土),14:00,札幌,5-1,横浜FC,5,1,1,〇,札幌ド,11897,ＤＡＺＮ／ＮＨＫ札幌,3
2021,Ｊ１,第２節第１日,03/06(土),16:03,名古屋,1-0,札幌,1,0,1,●,豊田ス,9846,ＤＡＺＮ,0
2021,Ｊ１,第３節第１日,03/10(水),19:03,広島,2-1,札幌,2,1,1,●,Ｅスタ,3821,ＤＡＺＮ,0
2021,Ｊ１,第５節第１日,03/17(水),18:04,浦和,0-0,札幌,0,0,0,△,埼玉,4571,ＤＡＺＮ／テレ玉,1
2021,Ｊ１,第６節第１日,03/20(土・祝),14:03,札幌,3-4,神戸,3,4,2,●,札幌ド,9512,ＤＡＺＮ,0
2021,Ｊ１,第７節第２日,04/03(土),14:03,福岡,1-2,札幌,1,2,2,〇,ベススタ,4432,ＤＡＺＮ,3
2021,Ｊ１,第８節第２日,04/07(水),19:03,FC東京,2-1,札幌,2,1,1,●,味スタ,6236,ＤＡＺＮ,0
2021,Ｊ１,第９節第２日,04/11(日),13:08,札幌,2-2,鹿島,2,2,0,△,札幌ド,10342,ＤＡＺＮ／ＮＨＫ札幌,1
2021,Ｊ１,第１０節第１日,04/16(金),19:03,札幌,1-3,横浜FM,1,3,2,●,札幌ド,9222,ＤＡＺＮ,0
2021,Ｊ１,第１１節第３日,04/24(土),13:03,札幌,2-1,仙台,2,1,1,〇,札幌厚別,4336,ＤＡＺＮ,3
2021,Ｊ１,第１２節第２日,05/02(日),15:03,湘南,0-0,札幌,0,0,0,△,レモンＳ,4956,ＤＡＺＮ,1
2021,Ｊ１,第１３節第２日,05/09(日),15:03,徳島,1-2,札幌,1,2,2,〇,鳴門大塚,4954,ＤＡＺＮ,3
2021,Ｊ１,第１４節第２日,05/16(日),15:03,川崎Ｆ,2-0,札幌,2,0,1,●,等々力,4932,ＤＡＺＮ,0
2021,Ｊ１,第１５節第１日,05/22(土),14:00,札幌,2-0,清水,2,0,1,〇,札幌ド,3334,ＤＡＺＮ／ＮＨＫ札幌,3
2021,Ｊ１,第１６節第１日,05/26(水),19:05,札幌,0-0,鳥栖,0,0,0,△,札幌ド,3362,ＤＡＺＮ／北海道放送,1
2021,Ｊ１,第１７節第１日,05/29(土),19:03,柏,1-2,札幌,1,2,2,〇,三協Ｆ柏,4270,ＤＡＺＮ,3
2021,Ｊ１,第１８節第２日,06/19(土),14:03,札幌,2-0,大分,2,0,1,〇,札幌厚別,3736,ＤＡＺＮ,3
2021,Ｊ１,第２０節第２日,06/27(日),18:33,鹿島,4-0,札幌,4,0,1,●,カシマ,7953,ＤＡＺＮ,0
